school_name,community_name,community_population,distance_km
Rajagiri International School,AL HEBIAH SIXTH,2322,93.35927095340472
The Indian Academy,AL HAMRIYA,36738,19.250130738628997
Horizon International Schoool,AL HEBIAH FOURTH,20611,110.98004486062909
Emirates English Speaking School,OUD AL MUTEEN FIRST,14672,25.479631280433377
Al Diyafah High School,JABAL ALI FIRST,75287,64.16652664174674
Dubai Gem Private School,AL GOZE SECOND,5240,41.16588509632798
The Indian High School,AL YUFRAH 1,403,117.09171071797921
GEMS International School - Al Khail,AL THANYAH FOURTH (EMIRATE HILLS THIRD) ,27728,69.84282574537298
Oasis School,AL BARSHA SOUTH SECOND,7509,8.081191422124768
GEMS Wellington Primary School,WARSAN THIRD,13579,108.21525397262431
Ambassador School,AL YALAYIS 1,1114,122.12400531340766
National Charity School,JUMEIRA THIRD,13417,8.427809141662626
Dubai Modern Education School,AL YALAYIS 5,100,116.92679998073862
Dubai International Academy,AL SABKHA,3969,24.752358842756852
The Winchester School,JABAL ALI THIRD,1513,103.37152660302394
Emirates International School - Meadows,ZAABEEL SECOND,8102,61.599660469813934
Kings' Dubai,UMM NAHAD THIRD,1347,132.21964220739417
The Indian Academy,NAKHLAT JABAL ALI,5,58.14057119979585
Al Shorouq Private School,MEREIYEEL,1119,112.13876486878539
Queen International School,HADAEQ SHEIKH MOHAMMED BIN RASHID,1563,80.64422616930075
Greenfield Community School,JABAL ALI FIRST,75287,103.01381861792345
United International Private School,AL RASHIDIYA,37167,14.798505671519697
JSS International School,WARSAN FOURTH,8994,105.5724455743126
K12 International Academy,AL KHAWANEEJ TWO,4523,42.41356768095582
Dubai National School - Al Barsha,ME'AISEM FIRST,18002,115.48081714257452
The International School of Choueifat - Dubai,AL RASHIDIYA,37167,29.698216280061544
Ranches Primary School ,WORLD ISLANDS,7,19.25618443502617
Buds Public School,AL GOZE IND. FOURTH ,38079,44.52959135401008
Al Ameen Private School,OUD AL MUTEEN SECOND ,5506,8.38808206684758
Adab Iranian Private School - Girls,AL WARQAA FIRST,24679,53.01873636126721
Al Mawakeb School - Al Garhoud,AL CORNICHE,1735,7.997440319561044
Sheikh Rashid Bin Saeed Islamic Institute,AL ROWAIYAH SECOND,25,109.45253704635402
Foremarke School,JABAL ALI INDUSTRIAL FIRST,128975,95.3216825918854
Pakistan Education Academy,YARAAH,94,113.11746815973083
Delhi Private School Academy,AL YUFRAH 1,403,123.86344968128135
GEMS Wellington International School,AL WARQAA FOURTH ,13452,81.22708734472747
Jumeira Baccalaureate School,MENA JABAL ALI,24487,79.96954365337305
Arab Unity School,YARAAH,94,106.58660958314117
Universal American School,UM AL SHEIF,4367,47.07072033763365
Dovecote Green Primary ,JABAL ALI INDUSTRIAL THIRD,2462,98.93574091780194
Pakistan Education Academy,AL MEZHAR SECOND,11317,14.52758929880171
Collegiate American School,NAZWAH,544,116.77489322090786
English Language Private School,AL BADA,56734,33.069757060248584
Jebel Ali Primary School,AL SUQ AL KABEER,51012,53.89286819510172
Capital School,JUMEIRA ISLAND 2,3,13.48417218347174
North American International School,AL HEBIAH SIXTH,2322,87.17355258132568
Queen International School,RAS AL KHOR IND. SECOND,2514,73.16527867099256
GEMS World Academy,MUHAISANAH THIRD,6493,31.87718821979797
Rajagiri International School,MUHAISANAH FIRST,8091,15.678588959212327
Kings Nad Al Sheba,NAD SHAMMA,3124,6.507521737197543
Dovecote Green Primary ,AL HEBIAH FOURTH,20611,125.79072111433395
St. Mary's Catholic High School,SAIH SHUAIB 2,14491,69.84495278028612
The English College - Dubai,TRADE CENTER SECOND,12218,46.685839197194234
Kings' Al Barsha,HEFAIR,0,151.61896861340622
GEMS Jumeirah Primary School,AL KARAMA,75066,10.905303217821404
The School of Research Science,JUMEIRA BAY,39,16.94895072154228
Sheikh Rashid Bin Saeed Islamic Institute,WADI AL SAFA 5,21241,94.49657669107947
Lycee Libanais Francophone Prive,AL THANYAH SECOND (JEBEL ALI HORSE RACING),115,44.041116746152305
Dubai British School,AL FAGAA',417,151.21975296007605
Al Ittihad Private School - Jumeirah,NAKHLAT JUMEIRA ,24448,4.017910349291007
Al Basateen Kindergarten - Al Khawaneej,SAIH SHUAIB 1,9,56.95779092118085
Al Khaleej National School,AL BARSHA SOUTH FIRST,13717,20.27446311792571
Al Salam Private School,AL LAYAN 1,10,125.16256283515614
International Concept for Education,ABU HAIL,17240,10.933808679545137
GEMS New Millennium School ,JABAL ALI INDUSTRIAL FIRST,128975,90.4983473101625
Queen International School,ME'AISEM SECOND,12,91.11303273155389
Al Eman Private School,AL THANYAH FIFTH (EMIRATE HILLS FIRST) ,40586,51.58392906058958
Ontario International Canadian School ,REGA AL BUTEEN,7120,4.504089314359725
St Mary High Catholic School -branch,LE HEMAIRA,53,98.0161396733532
Ontario International Canadian School ,WADI AL SAFA 7,8473,85.90419075939857
Dubai Scholars Private School,LE HEMAIRA,53,100.78441444532676
GEMS Dubai American Academy,JABAL ALI INDUSTRIAL FIRST,128975,94.41752047851612
Russian International School,ZAABEEL SECOND,8102,27.443578706020105
New Academy School,BU KADRA,16,78.66584426329695
Adab Iranian Private School - Girls,NAD SHAMMA,3124,14.040455761050028
Credence High School ,AL THANYAH SECOND (JEBEL ALI HORSE RACING),115,64.57997975006215
Ranches Primary School ,AL QUSAIS THIRD,7162,29.74325028539877
Deira Private School,AL SUQ AL KABEER,51012,19.747624673879685
Russian International School,AL WARQAA THIRD,14728,51.82471395808086
Russian International School,OUD METHA,14901,19.50027425787553
School of Modern Skills,AL MARMOOM,94,111.90304085672588
Sabari Indian School ,UM RAMOOL,2935,18.55769488211004
The Indian Academy,HOR AL ANZ,83187,6.101731150865038
Al Ameen Private School,AL THANYAH THIRD (EMIRATE HILLS SECOND),21442,45.179480287344155
The Winchester School,AL MURQABAT,69771,32.44440744651306
Lycee Georges Pompidou High School,AL FAGAA',417,133.15758560892823
Jumeirah English Speaking School - Arabian Ranches,AL JADAF,5104,52.226568264257295
Dar Al Marefa Private School,YARAAH,94,107.24672013896358
Collegiate American School,HADAEQ SHEIKH MOHAMMED BIN RASHID,1563,101.07025908582916
The Indian High School - Branch,AL MERYAL,754,99.07705907701049
The Indian Academy,AL QUSAIS FIRST,45657,7.008736545418622
North American International School,AL THANYAH SECOND (JEBEL ALI HORSE RACING),115,46.69846589728116
Horizon International Schoool,AL O'SHOOSH,0,146.85724925680015
Sharjah American International School,AL WOHOOSH,46,99.38095969972414
Dar Al Marefa Private School,AL BARSHA SOUTH THIRD,6929,26.401360603841113
The International School of Choueifat - Dubai,MARGAB,628,133.2701667371785
Nibras International School,HADAEQ SHEIKH MOHAMMED BIN RASHID,1563,116.35665567301017
Nibras International School,AL YUFRAH 4,3,149.92119385725016
Raffles International School - South Campus,AL MAMZER,14938,24.609473728407483
Al Mawakeb School - Al Barsha,MENA JABAL ALI,24487,93.40893393947206
Lycee Georges Pompidou High School,NAKHLAT DEIRA,2,19.64578981220836
Al Ittihad Private School - Jumeirah,UM SUQAIM FIRST,11718,51.447805364237304
GEMS New Millennium School ,AL BARSHAA THIRD,14601,5.680231924244665
Towheed Iranian School for Girls,AL JAFLIYA,23963,29.807833696427107
Grammar School,AL QUSAIS IND. SECOND,8834,7.58896998242503
Bilva Indian School ,AL MAMZER,14938,13.495884744059701
Dubai British School - Jumairah Park ,REGA AL BUTEEN,7120,11.762273583909396
Towheed Iranian School for Boys,GRAYTEESAH,55,134.70942549266704
The Indian International School,AL HEBIAH FOURTH,20611,102.18238124499301
Capital School,DUBAI INVESTMENT PARK1,69956,68.57701017256174
The International School of Choueifat - Dubai,UMM AL DAMAN,283,127.2898386924632
Arab Unity School,WARSAN SECOND,1568,77.64418535431994
Dubai Scholars Private School,AL RAFFA,47140,20.174561193240518
Kings' Al Barsha,AL KHAWANEEJ ONE,12893,37.98713124215039
Adab Iranian Private School - Girls,AL SATWA,38991,27.693581352285342
Raffles World Academy,AYAL NASIR,19280,18.28709656096199
New Academy School,MUHAISANAH THIRD,6493,12.778939144763712
New Academy School,AL HEBIAH FIFTH,9748,96.61749499522597
Ontario International Canadian School ,WARSAN FIRST,106072,78.50532692942636
Sharjah American International School,MURDAF,64355,20.880369788222637
Bilva Indian School ,WADI AL SAFA 7,8473,84.45370952010167
Deira Private School,AL SATWA,38991,29.532972880987277
Jebel Ali Primary School,HATTA,14045,102.41359569844501
The Sheffield Private School,ZAABEEL FIRST,3260,22.980109140221547
Salman Al Farsi Iranian School,AL BADA,56734,26.511809092667203
Jumeirah English Speaking School,AL MARMOOM,94,128.4369593635087
Queen International School,AL KHEERAN,4982,50.7242252027753
Jumeirah English Speaking School,AL GARHOUD,18535,20.786652334765655
The School of Research Science,LEHBAB FIRST,3197,96.70489869122194
School of Modern Skills,LE HEMAIRA,53,100.73462002329853
The Oxford School,YARAAH,94,104.28992494078236
GEMS Wellington International School,AL ROWAIYAH THIRD,4429,124.6065714858765
Safa Community School,AL WARQAA FOURTH ,13452,81.71372758958199
Emirates English Speaking School,AL THANYAH THIRD (EMIRATE HILLS SECOND),21442,63.64332238167461
English Language Private School,AL WOHOOSH,46,99.60854792616728
Kings Nad Al Sheba,HESSYAN FIRST,3492,69.78891961765584
Al Sadiq Islamic English School,JUMEIRA BAY,39,13.411437313917395
Al Mizhar American Academy Private School for Girls,MADINAT DUBAI AL MELAHEYAH (AL MINA),15172,24.072490500686314
Greenfield Community School,AL TWAR THIRD,10655,34.07430630619064
Lycee Georges Pompidou Primary School,OUD AL MUTEEN FIRST,14672,16.094618098080694
Gems Metropole School,AL GARHOUD,18535,24.652371198704905
GEMS Wellington Academy - DSO,AL WARQAA THIRD,14728,68.33277317446156
Lycee Francais International School,PORT SAEED,13551,11.05457528337203
GEMS New Millennium School ,AL HEBIAH THIRD,6845,106.91778947640573
Horizon International Schoool,SAIH SHUA'ALAH,3,147.60437307662764
Dubai College,AL GOZE IND. SECOND ,159978,67.35735702393251
Pristine Private School,MADINAT DUBAI AL MELAHEYAH (AL MINA),15172,20.59579429336749
Rashid School for Boys,AL MANKHOOL,40091,32.99289037800849
Nibras International School,JUMEIRA ISLAND 2,3,24.85898976255962
Mirdif Private School,AL HUDAIBA,14191,24.64050383490073
Rajagiri International School,AL MEZHAR SECOND,11317,18.51639667493343
The International School of Choueifat - Dubai,AYAL NASIR,19280,22.681721523148276
United International Private School,OUD AL MUTEEN SECOND ,5506,9.57218338696633
Emirates English Speaking School,AL LESAILY,2856,134.69094354034294
GEMS Royal Dubai School,NAZWAH,544,94.85396248088722
English Language Private School,CORNICHE DEIRA,14,3.9243433559692327
GEMS Our Own English High School,AL KALIJ AL TEJARI,21179,37.00701311222943
Delhi Private School Academy,AL HEBIAH FIFTH,9748,102.48337386163264
Bradenton Preparatory Academy,AL HATHMAH,35,150.78669652840148
Universal American School,AL ROWAIYAH SECOND,25,102.84820151676205
Ambassador Kindergarten,AL HEBIAH FIFTH,9748,96.30595705664426
Sabari Indian School ,WARSAN SECOND,1568,78.34400407310088
Safa Community School,BU KADRA,16,97.31543091835196
Dubai English Speaking College,SAIH SHUAIB 2,14491,77.71191019876979
Nord Anglia International School Dubai,AL KALIJ AL TEJARI,21179,59.15828340569293
JSS Private School,AL YALAYIS 5,100,132.0094030039215
The Elite English School,UM SUQAIM THIRD,7520,41.798065832791
Dubai College,UM HURAIR SECOND,5328,46.392505635132494
Uptown School,UM SUQAIM THIRD,7520,44.62052998631449
Al Safa Private School,AL FAGAA',417,136.332501223305
GEMS Jumeirah Primary School,ZAABEEL FIRST,3260,42.27638501617917
North American International School,LE HEMAIRA,53,100.53384453980752
Jumeirah English Speaking School - Arabian Ranches,SAIH SHUAIB 3,11144,89.71187769164239
Mirdif Private School,JABAL ALI INDUSTRIAL SECOND,23000,61.670326403405724
Gulf Model School,SAIH AL DAHAL,16,120.69300545395876
American School of Dubai,UMM NAHAD FOURTH,4,136.8923764840168
Star International School - Al Twar,UM AL SHEIF,4367,42.475435279668034
Islamic School for Education and Training,AL THANYAH FIRST (V. RABIE SAHRA'A),24834,45.13297732580135
Bilva Indian School ,WADI AL SAFA 5,21241,82.95908858851622
The School of Research Science,UMM AL MO'MENEEN,309,104.84414288350659
Hartland Internaitnal School ,BURJ KHALIFA,20477,2.1413649096429412
The Central School,AL KARAMA,75066,8.676629999697248
Springdales School,OUD AL MUTEEN FIRST,14672,27.368020242613717
The International School of Choueifat - DIP,AL ROWAIYAH THIRD,4429,137.42824641607285
Al Mawakeb School - Al Garhoud,WARSAN FOURTH,8994,82.72725318742297
Star International School - Al Twar,MARGHAM,1005,103.54657709364552
Regent International School,NAKHLAT JUMEIRA ,24448,16.240000719454347
International School of Arts and Sciences,AL KHAWANEEJ ONE,12893,22.206434656295464
Dubai International School - Al Quoz,RAS AL KHOR IND. SECOND,2514,88.38222711212983
Al Ittihad Private School - Al Mamzar,AL BARSHA SOUTH FIRST,13717,25.188959630620534
American International School,MUHAISANAH THIRD,6493,5.545191349379674
Springdales School,HOR AL ANZ,83187,15.511268159249784
Ontario International Canadian School ,WARSAN SECOND,1568,79.24456064296697
The School of Research Science,AL SAFFA FIRST,8514,37.24433623844351
Dubai Police Kindergarten - Deira,AL BARAHA,24747,6.866216358223501
Dubai British School,UMM NAHAD FOURTH,4,141.50939251345216
The Indian High School - Branch,AL THANYAH FOURTH (EMIRATE HILLS THIRD) ,27728,53.49894929056251
Ambassador School,MADINAT DUBAI AL MELAHEYAH (AL MINA),15172,30.09197989516411
National Charity School,AL TWAR FIRST,11509,5.312207220790544
Jebel Ali Primary School,JABAL ALI INDUSTRIAL SECOND,23000,98.77968685747716
Jumeirah College,AL MURQABAT,69771,14.839767630184264
GEMS Dubai American Academy,AL LESAILY,2856,142.25129559371408
Greenwood International School,JABAL ALI THIRD,1513,67.19228655718875
Lycee Libanais Francophone Prive,AL WOHOOSH,46,90.88860075895873
GEMS Our Own Indian School,AL HEBIAH SIXTH,2322,103.29895842603206
Lycee Francais International School,AL BARSHA SOUTH FIFTH,7384,18.064974327425347
Deira Private School,WADI AL SAFA 6 (ARABIAN RANCHES),18213,84.82800277721216
Pristine Private School,WADI AL SAFA 3,9764,79.55903262868388
The Children's Garden,AL BARSHAA THIRD,14601,2.341740146532741
School of Modern Skills,WARSAN SECOND,1568,77.6873963429384
The Millennium School,MUHAISANAH SECOND ,196316,4.622651469632261
Al Mizhar American Academy Private School for Girls,MENA JABAL ALI,24487,67.91031772192619
Buds Public School,UM SUQAIM THIRD,7520,42.336926134051986
Al Maaref Private School,NAD AL SHIBBA THIRD,767,73.91419053403916
GEMS Wellington Academy - Al Khail,AL GOZE IND. THIRD ,26656,63.1350663715696
Al Mizhar American Academy Private School for Girls,UM SUQAIM FIRST,11718,35.83272186805756
Al Ittihad Private School - Al Mamzar,NAD AL SHIBBA FOURTH,3685,75.04351257375394
The Elite English School,AL REGA,10480,5.617550771494618
New World Private School,JABAL ALI FIRST,75287,66.33350562296714
Al Basateen Kindergarten - Al Khawaneej,UM SUQAIM SECOND,12325,36.50220068635688
Delhi Private School Dubai,WADI AL SAFA 3,9764,117.60091713436883
Rajagiri International School,DUBAI INVESTMENT PARK1,69956,75.61862979463038
Collegiate American School,GHADEER BARASHY,7,143.68304412520382
The Indian International School,AL YUFRAH 3,4,126.6096579508929
GEMS Jumeirah Primary School,AL GOZE SECOND,5240,51.25820570078767
St. Mary's Catholic High School,AL KIFAF,2,30.98046241698761
Star International School - Mirdif,AL HEBIAH FOURTH,20611,89.96225679928702
The Children's Garden,HOR AL ANZ,83187,22.093526029085023
Lycee Libanais Francophone Prive,AL GOZE IND. FIRST ,26075,37.406180060825314
Dubai Police Kindergarten - Deira,AL QUSAIS SECOND,12473,1.1241314672616218
Nord Anglia International School Dubai,MARSA DUBAI (AL MINA AL SEYAHI) ,61047,75.47380117112948
GEMS Wellington Primary School,AL HEBIAH SIXTH,2322,99.24237066421533
Queen International School,AL WARQAA  SECOND,10689,54.46462260029632
Mirdif Private School,MUHAISANAH SECOND ,196316,12.272386293510213
New Academy School,REGA AL BUTEEN,7120,10.688284703330863
Ranches Primary School ,WADI AL SAFA 2,10519,108.4270386551585
Towheed Iranian School for Boys,AL BARSHA SOUTH THIRD,6929,8.751978778796527
Al Mawakeb School - Al Garhoud,DUBAI INVESTMENT PARK2,60630,73.03095484910838
GEMS Wellington Primary School,AL YALAYIS 2,1364,126.90261218193695
Grammar School,AL BARAHA,24747,1.2608226031501208
Star International School - Al Twar,MARSA DUBAI (AL MINA AL SEYAHI) ,61047,48.40516675658463
Kings' Al Barsha,WADI AL SAFA 5,21241,106.87272918579056
English Language Private School,WADI AL SAFA 3,9764,87.64646101964043
Jumeirah College,HESSYAN FIRST,3492,76.10644363598216
United International Private School,AL HAMRIYA,36738,16.422664441817613
Dubai British School - Jumairah Park ,AL HUDAIBA,14191,17.699236898806383
Al Ittihad Private School - Jumeirah,AL QUSAIS SECOND,12473,14.793204712493408
Lycee Georges Pompidou Primary School,AL WAHEDA,20785,12.063201928203709
Latifa School for Girls,REMAH,232,119.08122125161228
Gems Metropole School,AL HEBIAH FOURTH,20611,116.44862995157105
GEMS FirstPoint School,ME'AISEM SECOND,12,106.80639404716366
Lycee Georges Pompidou Primary School,AL KHAWANEEJ TWO,4523,21.261533123849432
English Language Private School,AL GARHOUD,18535,15.828353123695104
The International School of Choueifat - Dubai,OUD AL MUTEEN FIRST,14672,36.002477299674105
The Winchester School,AL QUSAIS IND FIFTH,1613,39.03854595013785
The Winchester School,AL TTAY,810,51.748741267923975
Emirates English Speaking School,OUD AL MUTEEN THIRD ,6679,26.97493952315248
Dubai British School - Jumairah Park ,AL BARSHA SOUTH FIRST,13717,32.460509958957495
GEMS Dubai American Academy,HOR AL ANZ,83187,21.337783138918276
Springdales School,UM AL SHEIF,4367,60.09958992769416
Al Salam Private School,OUD METHA,14901,20.60678863404474
New Academy School,HATTA,14045,96.25858224233903
Victory Heights Primary School,AL LAYAN 1,10,156.37584161625327
Sheikh Rashid Bin Saeed Islamic Institute,UM SUQAIM THIRD,7520,52.592165997362
Regent International School,AL QUSAIS THIRD,7162,27.852708906286665
Credence High School ,AL MEZHAR FIRST,16552,25.841861521486933
The Millennium School,AL HEBIAH FOURTH,20611,87.3804144413599
Nord Anglia International School Dubai,AL WAHEDA,20785,23.81500993400358
Collegiate American School,REMAH,232,126.49379935131633
New World Private School,AL MERYAL,754,95.44908332816776
Horizon English School,SAIH SHUA'ALAH,3,139.83513558847002
Islamic School for Education and Training,LE HEMAIRA,53,99.9750642770966
The Kindergarten Starters,WARSAN SECOND,1568,82.00812432522245
Arab Unity School,WADI ALAMRADI,3368,16.34790864192902
The Westminster School,HADAEQ SHEIKH MOHAMMED BIN RASHID,1563,79.23856519284611
GEMS Our Own Indian School,AL YUFRAH 3,4,128.70878967219983
Gems Metropole School,ZAABEEL FIRST,3260,54.28181975409764
St. Mary's Catholic High School,AL WARQAA FOURTH ,13452,61.61926492689394
National Charity School,AL KHEERAN,4982,54.80274265297713
Al Ittihad Private School - Al Mamzar,JUMEIRA BAY,39,12.904061151214261
Lycee Georges Pompidou Primary School,AL BARSHA SOUTH THIRD,6929,17.61468905210666
Dubai National School - Al Barsha,AL TWAR SECOND,4835,20.61783955050256
American International School,LE HEMAIRA,53,100.24919071888341
Al Safa Private School,AL TWAR SECOND,4835,11.430249649464638
Raffles International School - South Campus,AL THANYAH THIRD (EMIRATE HILLS SECOND),21442,70.20810564842955
Regent International School,AL SHANDAGA,2,45.008668484571935
Dubai English Speaking School,AL BARSHA SOUTH FIFTH,7384,18.10936129939437
English Language Private School,AL WARQAA FIRST,24679,59.230101640228085
New Indian Model School,AL BAESHAA SECOND,15523,20.03907907053554
GEMS FirstPoint School,MARSA DUBAI (AL MINA AL SEYAHI) ,61047,65.18511521484257
GEMS Wellington Academy - Al Khail,AL TWAR FIRST,11509,15.63576880489555
GEMS Wellington Primary School,PORT SAEED,13551,13.952295832098168
Al Eman Private School,AL AYAS,1757,19.274334390795776
Dubai International School - Al Garhoud,AL YUFRAH 4,3,117.67924933739994
GEMS Wellington International School,MUHAISANAH FIFTH,2,32.59424588226028
Dubai National School - Al Barsha,UM SUQAIM FIRST,11718,60.89063755737461
Islamic School for Education and Training,NAKHLAT JABAL ALI,5,56.908602743828574
United International Private School,LEHBAB SECOND,1511,99.00227136640139
Ambassador Kindergarten,NAKHLAT JABAL ALI,5,64.88446759327977
North American International School,MUHAISANAH FIRST,8091,11.940826022627093
Dubai Women's College High School,AL GOZE FOURTH,22718,36.143461545018695
Safa Community School,AL AWEER ONE,4107,117.412608267323
New Academy School,AL GOZE FOURTH,22718,44.98499057663763
GEMS Our Own English High School,AL LAYAN 1,10,129.93814367393915
The Children's Garden,AL WAJEHAH AL BHARIYAH,4,83.916053089823
Dar Al Marefa Private School,AL MARMOOM,94,112.44849751591816
Deira Private School,AL QUSAIS FIRST,45657,8.854825217913204
The City School International,AL BARSHA SOUTH THIRD,6929,20.802822880802086
Horizon English School,HESSYAN FIRST,3492,74.03423818954153
Dubai Gem Private School,AL JADAF,5104,32.95457096148595
New Indian Model School,JABAL ALI  SECOND,1570,71.27694724832556
Cambridge International School,AL QUSAIS IND FIFTH,1613,9.183078883379778
Al Ittihad Private School - Al Mamzar,UM SUQAIM SECOND,12325,37.62151283111625
Al Diyafah High School,UMM NAHAD SECOND,2,106.76564443041669
Dubai National School - Al Barsha,BURJ KHALIFA,20477,12.993893500218658
Emirates International School - Jumeirah,AL WARQAA FOURTH ,13452,78.30716543347843
Foremarke School,AYAL NASIR,19280,21.19476277974003
Al Diyafah High School,DUBAI INVESTMENT PARK2,60630,67.15598162108465
Gulf Model School,WORLD ISLANDS,7,15.970220663322657
Dubai National School - Al Twar,AL JAFLIYA,23963,23.80042449898063
Grammar School,AL BARSHA SOUTH FIFTH,7384,20.29152408127789
Dar Al Marefa Private School,AL KHAIRAN FIRST,587,52.615009224490606
New World Private School,AL KALIJ AL TEJARI,21179,32.110607942213775
Universal American School,AL BARSHA SOUTH FIRST,13717,20.36631666401368
Little Flowers English School,UMM AL MO'MENEEN,309,103.94920751599645
JSS Private School,WADI AL SAFA 6 (ARABIAN RANCHES),18213,98.36798043879523
Emirates International School - Meadows,AL KARAMA,75066,25.799055146888104
Al Mawakeb School - Al Barsha,NAD AL SHIBBA FIRST,5948,101.63197721697615
Institute of Applied Technology,AL WARQAA THIRD,14728,53.329492083472196
English Language Private School,AL LAYAN 2,0,133.2371530593358
GEMS Jumeirah Primary School,AL RASHIDIYA,37167,22.637773377941894
Our Own High School - Dubai,AL THANYAH SECOND (JEBEL ALI HORSE RACING),115,52.625144404499615
Dubai British School - Jumairah Park ,SAIH SHUAIB 2,14491,56.61663423008238
GEMS World Academy,MARGHAM,1005,129.31619767088446
Safa Community School,AL MURQABAT,69771,21.663858073420737
Ranches Primary School ,WADI AL SAFA 7,8473,112.13461165030702
The Elite English School,NAD AL SHIBBA FOURTH,3685,76.22213397072794
Adab Iranian Private School - Boys,AL THANYAH FIRST (V. RABIE SAHRA'A),24834,45.583688833455774
Emirates International School - Meadows,UM SUQAIM THIRD,7520,72.81523676737234
Jumeira Baccalaureate School,AL BARSHAA THIRD,14601,13.04902465031724
Foremarke School,AL MANKHOOL,40091,46.3727680833406
Adab Iranian Private School - Boys,REGA AL BUTEEN,7120,7.145390496543471
Dubai International School - Al Quoz,NAIF,50090,11.435110934302335
Horizon International Schoool,AL TWAR FIRST,11509,16.780088007687798
Emirates English Speaking School,AL SAFFA SECOND,6679,52.41684595293611
Philadelphia Private School,AL YALAYIS 3,4,113.44815424597792
Latifa School for Girls,OUD AL MUTEEN FIRST,14672,24.31589655485851
Lycee Georges Pompidou High School,MURDAF,64355,29.872992814020755
American School of Dubai,WORLD ISLANDS,7,14.649159247199261
Adab Iranian Private School - Boys,JUMEIRA SECOND,10079,12.657649542565114
Swiss International Scientifc School ,ABU HAIL,17240,6.057311252889112
Al Salam Private School,AL MERKADH,1317,31.016000059598845
Gulf Indian High School,LEHBAB FIRST,3197,98.77744857299392
Al Khaleej National School,OUD AL MUTEEN THIRD ,6679,15.875722890586061
Lycee Libanais Francophone Prive,REMAH,232,102.82143212577135
Dubai International School - Al Garhoud,AL MEZHAR FIRST,16552,12.019297327248402
Oasis School,RAS AL KHOR IND. FIRST,2550,88.5016771269375
Credence High School ,AL AYAS,1757,33.25508998814044
Dubai British School,AL RAFFA,47140,51.8896298133347
Collegiate American School,DUBAI INVESTMENT PARK1,69956,90.59724132402447
Ranches Primary School ,AL NAHDA SECOND,61936,27.819448929002604
Jumeirah College,AL QUSAIS IND. THIRD,2710,18.4795441248722
Japanese School in Dubai,AL ROWAIYAH FIRST,3127,111.67458945749685
Ontario International Canadian School ,LEHBAB SECOND,1511,102.96268646643243
Victory Heights Primary School,AL TWAR SECOND,4835,26.612440073162936
Credence High School ,AL BARSHA SOUTH FIRST,13717,6.43629278014508
Russian International School,WADI AL SAFA 3,9764,78.6419943645772
Dubai International School - Al Quoz,AL KALIJ AL TEJARI,21179,47.28286194329311
Russian International School,AL MEZHAR FIRST,16552,7.489669082689948
Ambassador Kindergarten,REMAH,232,112.75502403997424
Dubai Women's College High School,AL BUTEEN,2841,6.583947319195034
Latifa School for Girls,LE HEMAIRA,53,114.6113130437846
Al Sadiq Islamic English School,SAIH SHUAIB 2,14491,63.379445878877284
The English College - Dubai,YARAAH,94,124.47739225403797
Arab Unity School,JABAL ALI FIRST,75287,65.8239841476123
St Mary High Catholic School -branch,UM AL SHEIF,4367,39.23104781630817
Pristine Private School,AL MEZHAR FIRST,16552,6.218636200489665
Pakistan Education Academy,OUD AL MUTEEN FIRST,14672,15.265027301669447
Sharjah American International School,AL KHAWANEEJ ONE,12893,22.660569878273876
International School of Arts and Sciences,YARAAH,94,112.4304238746449
Nibras International School,DUBAI INVESTMENT PARK1,69956,105.92069134830274
American School of Dubai,AL THANYAH FIRST (V. RABIE SAHRA'A),24834,72.58478669111584
Adab Iranian Private School - Boys,JABAL ALI FIRST,75287,65.74313753059755
Dubai Carmel School,UMM ESELAY,204,102.19678817430398
Rajagiri International School,NAKHLAT JABAL ALI,5,63.85592921165341
Towheed Iranian School for Boys,AL HEBIAH FIRST,10598,101.08167825482587
Grammar School,WADI AL SAFA 2,10519,85.28710070926029
The Kindergarten Starters,MUHAISANAH FIRST,8091,8.688937619881356
GEMS Modern Academy,UMM NAHAD FIRST,8,117.96036469508108
Al Khaleej National School,MURDAF,64355,16.57384510295383
Islamic School for Education and Training,HOR AL ANZ,83187,5.848555727986128
Gems Metropole School,HESSYAN FIRST,3492,87.4676414592683
Dubai National School - Al Barsha,WARSAN FIRST,106072,102.77042522235078
Greenwood International School,WADI ALAMRADI,3368,15.45808663096323
Dar Al Marefa Private School,WADI AL SAFA 3,9764,82.03061577708145
Al Khaleej National School,NAD AL SHIBBA SECOND,2389,78.6159146553688
Al Shorouq Private School,AL THANYAH FOURTH (EMIRATE HILLS THIRD) ,27728,62.01493088795057
The International School of Choueifat - DIP,AL THANYAH FIFTH (EMIRATE HILLS FIRST) ,40586,87.48840598306806
Dubai Scholars Private School,NAD AL SHIBBA SECOND,2389,73.87807760948651
Adab Iranian Private School - Boys,UMM AL MO'MENEEN,309,102.355142140729
Dubai Women's College High School,AL AYAS,1757,14.008455462629327
Lycee Georges Pompidou Primary School,AL ROWAIYAH FIRST,3127,104.15945057375971
GEMS Wellington Academy - DSO,AL TWAR SECOND,4835,18.27554113008056
Safa Community School,AL FAGAA',417,145.73013561570514
Pakistan Education Academy,AL KHBEESI,1992,9.816104015898494
Safa Community School,OUD AL MUTEEN FIRST,14672,36.22620444537343
The Elite English School,WADI AL SAFA 7,8473,85.19798602745924
Deira Private School,MUSHRAIF,67,15.210932647590527
