school_name,community_name,community_population,distance_km
Al Khaleej National School,AL BARAHA,24747,1.1102886983892732
Pakistan Education Academy,AL YALAYIS 3,4,122.08501511604241
GEMS World Academy,AL KHAWANEEJ TWO,4523,40.684700486599716
Grammar School,AL TWAR FIRST,11509,6.0161429043915255
His Highness Shaikh Rashid Al Maktoum Pakistani School,CORNICHE DEIRA,14,5.954174085380139
The Kindergarten Starters,AL THANYAH FOURTH (EMIRATE HILLS THIRD) ,27728,53.61616411980801
Dubai Arab American Private School,AL LAYAN 1,10,125.96384217645988
The Central School,RAS AL KHOR IND. THIRD,21834,71.45844889660842
Dubai Women's College High School,MARSA DUBAI (AL MINA AL SEYAHI) ,61047,46.58008755523815
Dubai International Academy,AL QUSAIS IND. FIRST,9369,29.239916054457453
Our Own High School - Dubai,CORNICHE DEIRA,14,6.534601871190979
Ranches Primary School ,MUSHRAIF,67,41.27031917829869
GEMS Wellington Primary School,NAD AL SHIBBA THIRD,767,86.52763696750723
Dubai International School - Al Garhoud,AL HATHMAH,35,125.14925423616904
Universal American School,HADAEQ SHEIKH MOHAMMED BIN RASHID,1563,84.95723939065508
Sabari Indian School ,AL WARQAA  SECOND,10689,54.40048309258094
Towheed Iranian School for Girls,AL JADAF,5104,32.053712865191294
Latifa School for Girls,HOR AL ANZ EAST,21218,10.854335579347499
The English College - Dubai,AL SAFOUH FIRST,4435,61.651511987184385
Dubai English Speaking College,AL KIFAF,2,41.05152272545442
Islamic School for Education and Training,AL SATWA,38991,27.794385227956624
Star International School - Mirdif,UMM NAHAD THIRD,1347,110.76559855882465
Delhi Private School Academy,AL SAFFA SECOND,6679,51.230955476319174
Dubai National School - Al Twar,GHADEER BARASHY,7,122.32974170904512
Jumeirah English Speaking School,LEHBAB FIRST,3197,110.49617156458443
Greenwood International School,JABAL ALI FIRST,75287,65.71234566574735
Victory Heights Primary School,TRADE CENTER FIRST,16519,58.990369114378
New Academy School,DUBAI  AIRPORT,22,8.162477541248176
Gems Metropole School,HEFAIR,0,155.92383704436384
Sheikh Rashid Bin Saeed Islamic Institute,BURJ KHALIFA,20477,2.131652939495439
Japanese School in Dubai,AL MURAR,38970,10.306319944535012
Al Rashid Al Saleh Private School,AL TTAY,810,22.314243620157626
Sabari Indian School ,AL ROWAIYAH SECOND,25,98.53587162877007
Rajagiri International School,AL ROWAIYAH SECOND,25,103.73943586305407
Dubai Modern Education School,AL FAGAA',417,119.159629682736
Jumeirah English Speaking School - Arabian Ranches,WADI AL SAFA 6 (ARABIAN RANCHES),18213,108.99952064159817
International Academic School,AL GOZE IND. FOURTH ,38079,50.03641710524996
Al Arqam Private School,WADI AL SAFA 7,8473,110.32193245215184
Dubai College,RAS AL KHOR IND. SECOND,2514,99.53760906262688
Greenwood International School,AL QUSAIS IND. FOURTH,2709,10.114625965025207
Russian International School,MARGAB,628,103.26585659227935
Nord Anglia International School Dubai,AL GOZE IND. FIRST ,26075,67.30693203139926
Sheikh Rashid Bin Saeed Islamic Institute,DUBAI  AIRPORT,22,10.480654425315727
Lycee Francais International School,MADINAT AL MATAAR,2697,69.32435216658583
GEMS International School - Al Khail,UM SUQAIM SECOND,12325,58.67661970326089
The Elite English School,AL QUSAIS IND. FIRST,9369,1.077312206776304
The Philippine School,AL BADA,56734,28.793334186028535
The Sheffield Private School,AL RASS,7460,8.688815191770805
Foremarke School,JABAL ALI  SECOND,1570,91.59751790872336
Ambassador School,AL GOZE FOURTH,22718,45.07097984055321
Safa Community School,NAIF,50090,22.287702574321568
Sabari Indian School ,AL RASS,7460,4.322338868651478
GEMS Winchester School,AL HAMRIYA PORT,481,10.560122393043136
The City School International,AL REGA,10480,6.435961064971192
Al Shorouq Private School,HOR AL ANZ,83187,14.156913335225017
Adab Iranian Private School - Girls,NAKHLAT JABAL ALI,5,57.49871536349291
Dubai International School - Al Garhoud,HESSYAN FIRST,3492,63.13457335210195
Hartland Internaitnal School ,AL TTAY,810,30.20007360269901
The Indian International School,MUGATRAH,804,139.22317029105707
Al Khaleej National School,AL KHAWANEEJ ONE,12893,18.69201266087105
International Academic School,UM SUQAIM FIRST,11718,42.14626794861195
Jumeirah College,MUHAISANAH FOURTH,34947,22.96476839398718
Towheed Iranian School for Girls,WADI AL SAFA 5,21241,88.92979452400151
JSS Private School,ABU HAIL,17240,13.814604627939902
Jumeira Baccalaureate School,MARGAB,628,118.11114718282836
Universal American School,AL HEBIAH THIRD,6845,91.66443741167211
Dubai British School - Jumairah Park ,YARAAH,94,99.73216045484428
Dubai International School - Al Quoz,WARSAN FIRST,106072,92.86731102996843
The Indian High School - Branch,JABAL ALI INDUSTRIAL THIRD,2462,65.44999051334068
Pakistan Education Academy,JUMEIRA THIRD,13417,6.214653287151801
Dubai British School - Jumairah Park ,AL YALAYIS 2,1364,107.92896272422693
Dubai Police Kindergarten - Deira,AL SATWA,38991,28.596428350050946
GEMS Royal Dubai School,MUHAISANAH THIRD,6493,12.553336160586873
Lycee Georges Pompidou Primary School,MADINAT AL MATAAR,2697,69.7709631776313
GEMS FirstPoint School,HESSYAN FIRST,3492,76.02879667059233
GEMS Royal Dubai School,AL MURAR,38970,10.437936557927996
Gems Metropole School,AL O'SHOOSH,0,152.19793446498167
Greenfield Community School,AL KARAMA,75066,32.67553510376679
GEMS Wellington Primary School,AL CORNICHE,1735,7.900481899256106
Dubai Women's College High School,AL SABKHA,3969,6.185438205911545
Star International School - Al Twar,NAD AL SHIBBA FIRST,5948,76.68902985665883
Foremarke School,AL YALAYIS 3,4,140.8061230388582
Salman Al Farsi Iranian School,AL WARQAA FIRST,24679,52.591471043342686
Towheed Iranian School for Boys,MUHAISANAH SECOND ,196316,20.511142803953327
Our Own High School - Dubai,ENKHALI,26,98.30595244462728
Raffles International School - South Campus,RAS AL KHOR IND. FIRST,2550,94.90296298763981
GEMS Our Own Indian School,AL MURQABAT,69771,12.697488900909454
Institute of Applied Technology,UMM NAHAD THIRD,1347,107.74897244777141
Al Ittihad Private School - Jumeirah,AL LESAILY,2856,134.47405165813714
New Indian Model School,AL YALAYIS 3,4,120.5619955920132
GEMS Wellington Academy - Al Khail,MADINAT DUBAI AL MELAHEYAH (AL MINA),15172,43.08488169680195
Adab Iranian Private School - Boys,MARSA DUBAI (AL MINA AL SEYAHI) ,61047,47.821952724961385
Ontario International Canadian School ,LE HEMAIRA,53,102.22013464356768
School of Modern Skills,NAKHLAT JABAL ALI,5,57.69747196053598
Horizon English School,AL JAFLIYA,23963,38.85607578462421
Al Diyafah High School,REGA AL BUTEEN,7120,8.575553610379604
Delhi Private School Dubai,AL YALAYIS 2,1364,151.23983712483948
Queen International School,NAIF,50090,4.475808629115658
Deira International School,AL KIFAF,2,30.716783425584772
St. Mary's Catholic High School,JABAL ALI INDUSTRIAL SECOND,23000,68.34936429423605
Jumeirah College,OUD AL MUTEEN SECOND ,5506,26.70507636101982
New Academy School,AL AWEER ONE,4107,98.86088052868111
Dar Al Marefa Private School,MUHAISANAH FIFTH,2,13.762345445182072
The Indian International School,AL HATHMAH,35,134.7697070926881
The Indian International School,AL BARSHA SOUTH FIFTH,7384,17.52712423219229
International Academic School,AL THANYAH SECOND (JEBEL ALI HORSE RACING),115,52.931655512296096
K12 International Academy,WADI ALAMRADI,3368,40.915862331939195
Jumeira Baccalaureate School,SAIH AL SALAM,607,132.31126288098739
Jumeirah English Speaking School - Arabian Ranches,RAS AL KHOR IND. SECOND,2514,97.86481101610231
Al Mawakeb School - Al Garhoud,JUMEIRA THIRD,13417,9.409450733128871
Dubai English Speaking College,LEHBAB SECOND,1511,115.10745999606563
Dubai British School - Jumairah Park ,AL MERYAL,754,87.8156601559069
Dubai English Speaking College,RAS AL KHOR,2,65.43899117383678
Buds Public School,AL KARAMA,75066,11.204451735676738
Al Eman Private School,AL MERKADH,1317,35.46661920773215
Crescent English School,AL HAMRIYA,36738,17.68766650833641
GEMS Our Own English High School,OUD AL MUTEEN FIRST,14672,18.502929331712288
International Concept for Education,AL MURAR,38970,11.19184031309991
Raffles International School - South Campus,MADINAT DUBAI AL MELAHEYAH (AL MINA),15172,45.50174836717567
Gems Metropole School,SAIH SHUAIB 4,11170,93.40355581879693
Springdales School,MUHAISANAH FIFTH,2,25.157443711710606
Oasis School,AL YUFRAH 1,403,127.38532720035333
Dubai British School,LEHBAB FIRST,3197,125.8206651512812
Sabari Indian School ,UM HURAIR FIRST,5856,19.217198240325605
Gulf Indian High School,AL HUDAIBA,14191,28.051364360780518
The English College - Dubai,AL YALAYIS 1,1114,131.95117500100793
Al Basateen Kindergarten - Al Khawaneej,AL GOZE IND. FOURTH ,38079,41.0879673081331
Al Arqam Private School,UMM NAHAD FIRST,8,133.49594835292433
Dubai National School - Al Barsha,WADI AL SAFA 6 (ARABIAN RANCHES),18213,109.4997856556235
GEMS Wellington International School,ME'AISEM FIRST,18002,115.63468460868255
Swiss International Scientifc School ,AL MEZHAR SECOND,11317,16.13394035962729
International Concept for Education,DUBAI INVESTMENT PARK2,60630,83.80755583746779
Foremarke School,JABAL ALI THIRD,1513,92.34226056583454
Ontario International Canadian School ,ABU HAIL,17240,3.989227836553621
Dovecote Green Primary ,AL QUSAIS SECOND,12473,36.698433620096345
Kings' Dubai,AL THANYAH THIRD (EMIRATE HILLS SECOND),21442,70.13655286135206
International Academic School,AL YUFRAH 2,58,117.110761360622
Sharjah American International School,LE HEMAIRA,53,106.7991863979365
Japanese School in Dubai,SAIH AL SALAM,607,134.84518709361686
North American International School,NAZWAH,544,95.33520318630572
Victory Heights Primary School,AL JADAF,5104,56.783654284903264
Lycee Francais International School,AL BAESHAA SECOND,15523,18.064974327425347
Hartland Internaitnal School ,WADI AL SAFA 7,8473,98.86764602406575
International School of Arts and Sciences,AL WARQAA THIRD,14728,60.685900209830315
Queen International School,NAD AL SHIBBA SECOND,2389,74.6611428909222
GEMS Our Own English High School,AL NAHDA FIRST,31449,14.464295344876152
Gulf Model School,AL MURQABAT,69771,7.26078710042479
JSS International School,AL YUFRAH 1,403,137.67145558874813
Little Flowers English School,AL SUQ AL KABEER,51012,18.654817390939563
Al Mawakeb School - Al Barsha,AL YALAYIS 3,4,141.24107870092234
Kings Nad Al Sheba,AL WARQAA FIFTH ,60,66.85763903583394
Foremarke School,REGA AL BUTEEN,7120,20.469718820008676
Dubai Arab American Private School,JUMEIRA SECOND,10079,15.379673820448643
GEMS Our Own Indian School,MURDAF,64355,27.117826077017956
Kings' Dubai,HESSYAN FIRST,3492,82.11103714156634
His Highness Shaikh Rashid Al Maktoum Pakistani School,AL AYAS,1757,14.286077969610668
Jumeirah English Speaking School,AL YUFRAH 3,4,129.18432528272146
Lycee Francais International School,AL BARSHA SOUTH FOURTH,25974,18.064974327425347
Dubai Modern Education School,ABU HAIL,17240,5.105145472342023
The Indian High School,REMAH,232,111.86023284378466
Sheikh Rashid Bin Saeed Islamic Institute,AL WARQAA  SECOND,10689,65.31718516720008
United International Private School,AL HEBIAH FIFTH,9748,86.3226958313683
Star International School - Mirdif,SAIH SHUAIB 4,11170,67.01925946217605
Swiss International Scientifc School ,NAD AL SHIBBA FOURTH,3685,82.81518679511883
GEMS Wellington Academy - Al Khail,ENKHALI,26,113.11519282765809
Dubai English Speaking College,HADAEQ SHEIKH MOHAMMED BIN RASHID,1563,93.77082442376215
New World Private School,AL YUFRAH 1,403,111.13130157874372
Dar Al Marefa Private School,AL AYAS,1757,18.965088872578047
Rashid School for Boys,REGA AL BUTEEN,7120,7.780236267646995
Al Khaleej National School,AYAL NASIR,19280,3.2090839193543137
Al Safa Private School,JABAL ALI THIRD,1513,83.99223197252789
Horizon International Schoool,AL BARSHAA THIRD,14601,2.1586860854267256
Rajagiri International School,NAIF,50090,8.738933160655591
International Concept for Education,AL YUFRAH 1,403,125.5751143955815
Capital School,AL BAESHAA SECOND,15523,25.561486285413185
Dubai Police Kindergarten - Deira,LEHBAB FIRST,3197,95.19322314509591
JSS Private School,MARGHAM,1005,117.80854614257487
Buds Public School,AL SUQ AL KABEER,51012,19.717791752967226
The Oxford School,NAKHLAT JABAL ALI,5,55.07146085664894
The Children's Garden,AL WARQAA  SECOND,10689,79.4356554867609
Horizon English School,AL QUSAIS IND. SECOND,8834,15.672245303966829
Nord Anglia International School Dubai,AL CORNICHE,1735,25.079673387089485
Ambassador School,AL GOZE IND. FOURTH ,38079,51.0610370981244
Sheikh Rashid Bin Saeed Islamic Institute,AL GOZE IND. FOURTH ,38079,54.83798249658877
Al Maaref Private School,AL KHAIRAN FIRST,587,50.74379779031127
The Kindergarten Starters,AL THANYAH THIRD (EMIRATE HILLS SECOND),21442,51.37611228915974
Al Shorouq Private School,ABU HAIL,17240,13.448671655352584
Institute of Applied Technology,HOR AL ANZ EAST,21218,10.757518893730873
Raffles International School - South Campus,AL WARQAA FIRST,24679,76.19594042015294
Japanese School in Dubai,HOR AL ANZ,83187,14.282483054021375
The International School of Choueifat - DIP,AL BARSHA SOUTH FOURTH,25974,15.169963420153252
Mirdif Private School,REGA AL BUTEEN,7120,6.133956255186042
Dovecote Green Primary ,WARSAN FOURTH,8994,116.09060312087414
Dubai International School - Al Quoz,SAIH SHUAIB 3,11144,80.15948332662701
Russian International School,MEREIYEEL,1119,96.54887172412202
Repton School Dubai,AL HEBIAH SIXTH,2322,98.54366601534336
Adab Iranian Private School - Boys,ME'AISEM SECOND,12,90.40019145732629
Gulf Model School,MUSHRAIF,67,11.261206801044764
Gulf Indian High School,UM RAMOOL,2935,13.7293293769413
Deira Private School,MADINAT DUBAI AL MELAHEYAH (AL MINA),15172,24.567943952869324
GEMS New Millennium School ,DUBAI INVESTMENT PARK1,69956,89.75221044265926
Ranches Primary School ,ABU HAIL,17240,23.01485584927399
Uptown School,AL MANARA,8271,42.47472341557384
St Mary High Catholic School -branch,AL HAMRIYA PORT,481,10.1989415286443
Pakistan Education Academy,WADI AL SAFA 7,8473,90.69157646706152
Sabari Indian School ,MUHAISANAH THIRD,6493,5.777179259483911
Al Ittihad Private School - Jumeirah,AL GOZE SECOND,5240,50.69924450325445
GEMS Wellington Primary School,MUHAISANAH SECOND ,196316,16.200226560521877
Kings' Dubai,MARSA DUBAI (AL MINA AL SEYAHI) ,61047,70.8850392121075
Arab Unity School,AL AWEER TWO,5236,91.72851129187067
Japanese School in Dubai,NAIF,50090,10.495314977573155
School of Modern Skills,PORT SAEED,13551,5.72237343522924
Kings' Al Barsha,AL HAMRIYA,36738,42.35997860092151
The Westminster School,AL RASS,7460,6.965705015487049
The Children's Garden,AL SAFFA FIRST,8514,58.543509870564904
Greenwood International School,MUSHRAIF,67,14.895905667409792
Bilva Indian School ,NAKHLAT JABAL ALI,5,57.55356829353713
Foremarke School,HATTA,14045,91.86059469736828
School of Modern Skills,DUBAI  AIRPORT,22,5.18454305854888
Towheed Iranian School for Boys,RAS AL KHOR,2,66.69645145620315
The English College - Dubai,JUMEIRA FIRST,20356,5.201035444012218
International School of Arts and Sciences,NAD AL SHIBBA FIRST,5948,82.03251291142432
Deira International School,NAZWAH,544,100.87873595294077
JSS Private School,AL HAMRIYA,36738,32.517331455143044
GEMS Wellington Primary School,AL BARSHAA THIRD,14601,12.928006674756897
Al Khaleej National School,AL SAFFA SECOND,6679,40.64343867857536
Jumeirah English Speaking School - Arabian Ranches,AL THANYAH SECOND (JEBEL ALI HORSE RACING),115,71.98247595962196
Dubai Arab American Private School,AL ROWAIYAH THIRD,4429,98.40994759516374
The Indian International School,JABAL ALI FIRST,75287,80.10103210031484
Dubai International School - Al Garhoud,AL BARSHA SOUTH THIRD,6929,20.565243162787993
Apple International School,AL SAFFA FIRST,8514,32.330815276893695
Ambassador School,AL WARQAA  SECOND,10689,61.54148868239615
Little Flowers English School,NAIF,50090,4.391006969885506
Delhi Private School Dubai,AL HAMRIYA PORT,481,33.94574259066018
Rashid School for Boys,NAIF,50090,7.474365295686623
Raffles World Academy,AL BARSHAA FIRST,39451,3.0185882848265866
Nord Anglia International School Dubai,SAIH AL DAHAL,16,150.74576437540722
Universal American School,DUBAI INVESTMENT PARK2,60630,73.78670498443938
Philadelphia Private School,AL BARAHA,24747,6.862615184327993
Capital School,AL MAMZER,14938,13.912407935849181
Rajagiri International School,AL WARQAA FOURTH ,13452,61.65931402359561
GEMS FirstPoint School,AL HEBIAH FOURTH,20611,104.59568254076963
GEMS Our Own Indian School,AL BARSHA SOUTH THIRD,6929,8.76483595468265
Oasis School,MENA JABAL ALI,24487,84.76102206359703
Nord Anglia International School Dubai,AL QUSAIS SECOND,12473,27.107461219374816
Emirates International School - Jumeirah,AL BARAHA,24747,19.327305675457147
Dubai Arab American Private School,AL HEBIAH FIFTH,9748,88.7405261285231
Dubai Scholars Private School,AL THANYAH THIRD (EMIRATE HILLS SECOND),21442,46.976766632980755
International Academic School,ME'AISEM FIRST,18002,95.58939715674076
Dubai English Speaking School,JABAL ALI INDUSTRIAL FIRST,128975,76.75030006107141
New Indian Model School,AL SOFOUH SECOND,6126,49.65193969783548
Sheikh Rashid Bin Saeed Islamic Institute,MUGATRAH,804,137.10645086473406
Raffles International School - South Campus,AL QUSAIS THIRD,7162,22.29382108330013
GEMS International School - Al Khail,AL BADA,56734,47.53897763306565
Deira International School,AL WARQAA  SECOND,10689,59.259107100569125
Ranches Primary School ,UM AL SHEIF,4367,70.06477907922898
Rashid School for Boys,GRAYTEESAH,55,130.48491560403173
Dubai International School - Al Garhoud,UM HURAIR FIRST,5856,22.921840539737982
Delhi Private School Academy,AL YALAYIS 3,4,129.0382618039118
Ontario International Canadian School ,AL ROWAIYAH SECOND,25,99.25059872010608
Al Maaref Private School,AL QUSAIS IND. SECOND,8834,3.1581085847187658
American School of Dubai,NAKHLAT JABAL ALI,5,84.55319442835383
GEMS Wellington Academy - Al Khail,MUGATRAH,804,145.96494692390607
Adab Iranian Private School - Boys,AL MAHA,193,103.84941650454368
Our Own High School - Dubai,NAKHLAT JUMEIRA ,24448,13.1476415965758
Lycee Georges Pompidou High School,WARSAN FOURTH,8994,92.59894498298323
His Highness Shaikh Rashid Al Maktoum Pakistani School,NAD AL SHIBBA THIRD,767,73.8612990813044
Dar Al Marefa Private School,AL WARQAA FOURTH ,13452,56.26263298425084
Jumeira Baccalaureate School,JUMEIRA SECOND,10079,1.8997715280050858
Kings Nad Al Sheba,UMM NAHAD THIRD,1347,119.32842928644084
The International School of Choueifat - Dubai,AL GOZE FOURTH,22718,64.44825425456828
Philadelphia Private School,AL KHEERAN,4982,47.84988164448707
Our Own High School - Dubai,NAKHLAT JABAL ALI,5,63.58481380818475
Hartland Internaitnal School ,AL FAGAA',417,133.98573023174683
Jumeirah English Speaking School - Arabian Ranches,AL YUFRAH 3,4,138.00438366980592
Salman Al Farsi Iranian School,GRAYTEESAH,55,118.34229155450886
Uptown School,AL KALIJ AL TEJARI,21179,35.412348260165224
GEMS FirstPoint School,UM RAMOOL,2935,11.060252372119557
The Indian High School,AL TWAR THIRD,10655,3.164971637195585
Al Safa Private School,WADI ALAMRADI,3368,29.35516732547903
Bilva Indian School ,NAKHLAT JUMEIRA ,24448,12.582931371435217
GEMS Wellington Academy - DSO,NAD AL SHIBBA FIRST,5948,89.51520873300271
Jebel Ali Primary School,RAS AL KHOR,2,87.55840765950623
The School of Research Science,MURDAF,64355,19.351032537437476
Springdales School,AL NAHDA SECOND,61936,15.701883672117884
Jumeirah English Speaking School - Arabian Ranches,AL KALIJ AL TEJARI,21179,57.31775600259377
The Westminster School,AL WARQAA FIFTH ,60,55.326819670090885
English Language Private School,RAS AL KHOR IND. THIRD,21834,79.42129513849822
GEMS Winchester School,AL GOZE FOURTH,22718,44.21018348446982
Dubai National School - Al Barsha,MARSA DUBAI (AL MINA AL SEYAHI) ,61047,73.60406213147729
GEMS World Academy,AL ROWAIYAH SECOND,25,124.0901141397675
Collegiate American School,MEREIYEEL,1119,120.51320909338536
Kings' Dubai,MADINAT AL MATAAR,2697,85.85246460158321
Dubai International Academy,UM SUQAIM FIRST,11718,64.25884927800382
Towheed Iranian School for Boys,AL JAFLIYA,23963,39.81227727136847
Queen International School,UM SUQAIM FIRST,11718,35.764528048281086
Dubai English Speaking School,MENA JABAL ALI,24487,74.50714399899402
Al Ittihad Private School - Jumeirah,JUMEIRA ISLAND 2,3,4.017910349291007
Towheed Iranian School for Boys,AL YALAYIS 1,1114,130.22684028276774
Al Sadiq Islamic English School,SAIH SHUAIB 4,11170,64.86985446326351
English Language Private School,AL MAMZER,14938,14.09948914742017
New World Private School,AL YUFRAH 2,58,111.87805699042016
Islamic School for Education and Training,AL KALIJ AL TEJARI,21179,31.34784088810011
Kings' Al Barsha,UMM AL MO'MENEEN,309,126.25848632060597
GEMS Wellington International School,GRAYTEESAH,55,144.786581595551
Kings' Dubai,AL YALAYIS 4,8,139.69338041422412
Little Flowers English School,AL HUDAIBA,14191,24.640572693104918
Star International School - Mirdif,RAS AL KHOR IND. SECOND,2514,74.40423450895021
The Children's Garden,AL SOFOUH SECOND,6126,70.4776860324606
International School of Arts and Sciences,HESSYAN FIRST,3492,65.08361153584569
Towheed Iranian School for Girls,AL NAHDA SECOND,61936,3.0090834610983115
GEMS Our Own English High School,TRADE CENTER SECOND,12218,34.947541562673415
GEMS Wellington Academy - Al Khail,AL GOZE SECOND,5240,54.95216381837284
Salman Al Farsi Iranian School,WARSAN SECOND,1568,77.24625160034586
International School of Arts and Sciences,AL QUSAIS THIRD,7162,13.43368295195335
The Sheffield Private School,AL RAFFA,47140,17.836074061052308
International Concept for Education,PORT SAEED,13551,11.911908154618603
Al Safa Private School,AL KIFAF,2,41.33095809202478
Star International School - Mirdif,AL JADAF,5104,29.427182769342174
The Westminster School,AL QUSAIS IND. THIRD,2710,3.624124620515928
JSS Private School,AL NAHDA SECOND,61936,11.605707478005499
Ambassador School,WADI AL SAFA 3,9764,89.22654623587647
Gulf Model School,AL GOZE IND. FOURTH ,38079,41.01646776178503
Dubai International School - Al Garhoud,AL WOHOOSH,46,97.50624270097299
Dubai English Speaking College,AL QUSAIS IND. FIRST,9369,22.278143625809808
Al Diyafah High School,MUHAISANAH FOURTH,34947,5.353503160458582
Towheed Iranian School for Girls,NAKHLAT JUMEIRA ,24448,6.469045637483949
St. Mary's Catholic High School,NAKHLAT DEIRA,2,2.737822991908107
Russian International School,AL RASS,7460,10.357497575161636
Dubai National School - Al Twar,GRAYTEESAH,55,118.59484676778335
GEMS Jumeirah Primary School,UMM NAHAD SECOND,2,125.3146381101174
Dubai International School - Al Garhoud,WADI ALAMRADI,3368,17.052959949321025
Raffles International School - South Campus,AL HATHMAH,35,144.2498375682035
Raffles International School - South Campus,AL RASHIDIYA,37167,27.010683655303794
Lycee Georges Pompidou High School,AL QUSAIS IND FIFTH,1613,24.017966108243638
Raffles International School - South Campus,AL O'SHOOSH,0,147.23862567840743
International Concept for Education,UM SUQAIM FIRST,11718,50.36113415385746
Al Sadiq Islamic English School,AL THANYAH FIFTH (EMIRATE HILLS FIRST) ,40586,48.494488955439195
Jumeira Baccalaureate School,AL YALAYIS 4,8,128.5748926842114
Star International School - Al Twar,AL MUTEENA,46185,4.305089839423108
International School of Arts and Sciences,MUHAISANAH FIFTH,2,17.15935635277532
Queen International School,AL GOZE IND. FIRST ,26075,40.25179729480122
Dubai National School - Al Barsha,HESSYAN SECOND,45,85.57047289220736
GEMS Our Own English High School,MADINAT DUBAI AL MELAHEYAH (AL MINA),15172,28.93743165945216
Jumeirah English Speaking School,RAS AL KHOR IND. SECOND,2514,88.80783836096539
Al Mawakeb School - Al Barsha,AL KALIJ AL TEJARI,21179,56.786606409091604
The City School International,LE HEMAIRA,53,106.91463760151923
National Charity School,AL BAESHAA SECOND,15523,20.068360594793237
Arab Unity School,UM SUQAIM SECOND,12325,38.84375258744826
Dubai English Speaking College,JABAL ALI FIRST,75287,79.89225443615568
Rashid School for Boys,AL HATHMAH,35,132.7241613052427
The School of Research Science,AL BARAHA,24747,8.351851466184424
Jumeirah English Speaking School,AL SATWA,38991,43.90866420326187
Dubai Arab American Private School,AL HEBIAH FIRST,10598,85.02422594673641
GEMS Wellington Academy - Al Khail,MENA JABAL ALI,24487,88.48265123162685
Dubai National School - Al Twar,SAIH AL SALAM,607,120.08883432330343
Gulf Model School,AL KALIJ AL TEJARI,21179,29.264900149704452
GEMS Modern Academy,AL HAMRIYA PORT,481,5.582438513427265
National Charity School,AL HEBIAH FOURTH,20611,92.87310224267353
Greenfield Community School,SAIH SHUAIB 1,9,97.81096641842264
Al Ittihad Private School - Al Mamzar,SAIH SHUAIB 3,11144,63.82051027739274
GEMS Wellington Academy - Al Khail,AL WARQAA FIRST,24679,73.56529829574026
Dubai British School,NAD AL SHIBBA FIRST,5948,107.88797934932366
Al Ittihad Private School - Al Mamzar,AL YALAYIS 1,1114,113.92537694415657
Al Sadiq Islamic English School,AL WAHEDA,20785,9.888681893955113
GEMS Wellington Academy - DSO,MUHAISANAH FOURTH,34947,24.48134574923021
Towheed Iranian School for Girls,AL WARQAA FIFTH ,60,61.996037255824426
American School of Dubai,AL QUSAIS IND. FIRST,9369,27.002012456972306
Al Maaref Private School,MUHAISANAH THIRD,6493,5.249663219627325
Dubai British School - Jumairah Park ,JABAL ALI INDUSTRIAL FIRST,128975,63.2852008146404
The City School International,AL GOZE IND. THIRD ,26656,49.28603083360493
GEMS Wellington Primary School,UMM NAHAD THIRD,1347,120.92357569343613
Dubai British School,WORLD ISLANDS,7,19.4771432312622
United International Private School,AL THANYAH FIRST (V. RABIE SAHRA'A),24834,43.18770119146891
Horizon International Schoool,AL KHEERAN,4982,72.83156517109587
GEMS Royal Dubai School,YARAAH,94,105.99177961723171
Bilva Indian School ,JABAL ALI INDUSTRIAL SECOND,23000,62.035894752318825
Emirates English Speaking School,AL QUSAIS IND FIFTH,1613,19.503151197144184
Dubai National School - Al Barsha,AL WASL,11555,56.40438371834314
The Elite English School,SAIH SHUAIB 1,9,61.258210127360584
GEMS Wellington International School,UMM NAHAD FIRST,8,133.5766367300597
GEMS Royal Dubai School,WARSAN FIRST,106072,76.33699041789812
Victory Heights Primary School,WARSAN FOURTH,8994,108.68214535795722
GEMS Jumeirah Primary School,SAIH AL SALAM,607,137.27199620647298
Rashid School for Boys,AL QUSAIS IND FIFTH,1613,15.857411062596741
Star International School - Mirdif,AL KHEERAN,4982,52.33101087443187
Victory Heights Primary School,AL O'SHOOSH,0,154.13912579574594
Al Basateen Kindergarten - Al Khawaneej,AL YALAYIS 3,4,110.75688115798783
K12 International Academy,GHADEER BARASHY,7,150.89436123983663
Bradenton Preparatory Academy,NAD AL SHIBBA FIRST,5948,106.0936626153619
Greenwood International School,AL YALAYIS 1,1114,114.0111973309735
The English College - Dubai,AL O'SHOOSH,0,141.66511353826115
Jumeirah English Speaking School - Arabian Ranches,JUMEIRA ISLAND 2,3,16.470257321779833
Ranches Primary School ,AL HEBIAH THIRD,6845,114.36006156545325
Sharjah American International School,CORNICHE DEIRA,14,7.14628429205025
Ontario International Canadian School ,AL YALAYIS 1,1114,115.59457379429726
Dovecote Green Primary ,ME'AISEM SECOND,12,128.0294397303411
Dubai International School - Al Garhoud,AL KHEERAN,4982,54.17261497027428
The Westminster School,AL REGA,10480,5.374059509793265
Japanese School in Dubai,AL RASS,7460,10.183632231052306
The Indian International School,DUBAI  AIRPORT,22,15.295934959779057
Capital School,AL MAHA,193,102.95300191574262
Greenfield Community School,AL BAESHAA SECOND,15523,14.633503549289117
Towheed Iranian School for Boys,MARGHAM,1005,119.0187595675227
The Westminster School,DUBAI  AIRPORT,22,3.3719335947578046
The International School of Choueifat - DIP,AL GOZE FOURTH,22718,76.33582826372421
Dubai National School - Al Twar,AL DHAGAYA,15899,6.092083416519502
Sheikh Rashid Bin Saeed Islamic Institute,AL BARAHA,24747,9.420046855315586
